idade,horas_estudo_por_dia,frequencia_percentual,escolaridade_dos_pais,nota_matematica,nota_ciencias,nota_ingles,media_ano_anterior,percentual_final
16,3.3,86.0,Graduate,48.0,49.0,35.0,58.0,44.0
19,1.8,68.0,Postgraduate,86.0,79.0,64.0,84.0,76.33
15,1.6,63.0,High School,41.0,55.0,41.0,92.0,45.67
14,2.2,62.0,Postgraduate,,71.0,65.0,77.0,65.67
19,,89.0,Graduate,84.0,,83.0,74.0,74.0
16,5.4,59.0,Postgraduate,64.0,36.0,56.0,60.0,52.0
15,1.2,95.0,High School,55.0,76.0,60.0,44.0,63.67
14,2.7,71.0,,58.0,36.0,80.0,87.0,58.0
19,3.2,,Postgraduate,68.0,94.0,83.0,73.0,81.67
18,2.2,71.0,High School,42.0,54.0,69.0,67.0,55.0
18,5.6,69.0,High School,86.0,59.0,64.0,59.0,69.67
19,4.0,59.0,Graduate,81.0,53.0,40.0,78.0,58.0
16,5.5,59.0,Graduate,76.0,48.0,54.0,,59.33
18,,52.0,Graduate,53.0,39.0,59.0,72.0,50.33
16,5.7,,Postgraduate,84.0,,,56.0,83.67
14,5.8,98.0,High School,91.0,38.0,63.0,93.0,64.0
18,3.6,69.0,High School,88.0,81.0,100.0,56.0,89.67
16,1.2,60.0,Postgraduate,86.0,74.0,39.0,63.0,66.33
18,5.2,53.0,Postgraduate,62.0,85.0,42.0,84.0,63.0
19,4.7,90.0,High School,80.0,79.0,55.0,69.0,71.33
16,5.1,79.0,Graduate,91.0,89.0,36.0,55.0,72.0
19,1.5,,,,73.0,63.0,65.0,78.67
14,2.4,62.0,High School,64.0,86.0,64.0,,71.33
17,4.1,55.0,Postgraduate,93.0,41.0,82.0,58.0,72.0
17,,72.0,Graduate,79.0,98.0,66.0,67.0,81.0
15,5.4,100.0,Postgraduate,44.0,52.0,59.0,,51.67
14,,71.0,Postgraduate,68.0,,58.0,42.0,69.33
17,1.3,85.0,Graduate,85.0,86.0,56.0,70.0,75.67
16,2.9,62.0,High School,44.0,55.0,89.0,84.0,62.67
17,3.2,51.0,Graduate,55.0,35.0,81.0,77.0,57.0
16,2.5,76.0,High School,72.0,41.0,94.0,40.0,69.0
17,,92.0,Postgraduate,,56.0,40.0,93.0,44.0
17,5.4,55.0,,79.0,46.0,,83.0,61.67
14,4.2,63.0,High School,55.0,36.0,83.0,57.0,58.0
19,3.1,62.0,,,87.0,41.0,52.0,62.33
17,1.2,,Graduate,60.0,95.0,61.0,66.0,72.0
15,5.5,89.0,Postgraduate,96.0,67.0,90.0,53.0,84.33
15,0.7,,Graduate,74.0,98.0,38.0,46.0,70.0
16,3.0,67.0,Postgraduate,99.0,98.0,,,86.67
19,3.4,51.0,Graduate,84.0,63.0,82.0,50.0,76.33
17,3.3,70.0,Graduate,81.0,64.0,61.0,95.0,68.67
14,2.2,74.0,Postgraduate,,60.0,84.0,83.0,64.0
18,1.3,53.0,High School,37.0,38.0,49.0,73.0,41.33
17,3.4,59.0,Graduate,50.0,62.0,,90.0,65.33
19,5.6,,High School,91.0,70.0,56.0,63.0,72.33
15,1.5,,Postgraduate,94.0,35.0,70.0,58.0,66.33
18,1.7,100.0,High School,98.0,,75.0,86.0,80.33
18,1.6,65.0,Postgraduate,95.0,43.0,43.0,42.0,60.33
18,2.0,71.0,High School,81.0,95.0,85.0,49.0,87.0
19,1.9,99.0,High School,57.0,52.0,66.0,86.0,58.33
16,1.7,71.0,Postgraduate,58.0,69.0,,40.0,74.0
14,5.9,62.0,High School,35.0,82.0,83.0,,66.67
19,3.2,69.0,Postgraduate,79.0,63.0,43.0,75.0,61.67
19,4.1,50.0,Graduate,93.0,43.0,43.0,55.0,59.67
15,1.9,77.0,High School,36.0,77.0,59.0,52.0,57.33
15,1.9,78.0,Graduate,54.0,86.0,,59.0,73.33
15,3.4,58.0,High School,89.0,94.0,83.0,59.0,88.67
19,0.6,72.0,Graduate,53.0,65.0,79.0,79.0,65.67
19,3.1,59.0,Graduate,36.0,64.0,87.0,,62.33
17,,76.0,High School,86.0,94.0,95.0,87.0,91.67
18,5.0,61.0,Postgraduate,81.0,36.0,95.0,71.0,70.67
18,4.3,76.0,Graduate,56.0,93.0,57.0,66.0,68.67
18,5.6,63.0,Postgraduate,72.0,59.0,75.0,94.0,68.67
17,5.3,82.0,Graduate,,43.0,72.0,88.0,70.0
17,5.1,,High School,,48.0,46.0,53.0,50.33
15,5.6,61.0,Graduate,38.0,49.0,99.0,72.0,62.0
15,2.9,51.0,High School,83.0,86.0,37.0,89.0,68.67
17,1.6,100.0,Graduate,69.0,86.0,95.0,93.0,83.33
15,5.1,,Postgraduate,97.0,,39.0,61.0,68.0
19,3.5,88.0,High School,,59.0,70.0,40.0,54.67
19,1.8,78.0,Postgraduate,87.0,95.0,96.0,61.0,92.67
18,5.2,71.0,Graduate,84.0,37.0,62.0,,61.0
15,4.8,94.0,High School,71.0,,42.0,56.0,51.33
15,4.0,66.0,High School,83.0,36.0,86.0,67.0,68.33
16,4.1,56.0,High School,57.0,43.0,83.0,92.0,61.0
17,2.1,51.0,Postgraduate,52.0,71.0,85.0,66.0,69.33
18,4.1,66.0,High School,48.0,60.0,72.0,84.0,60.0
14,4.1,56.0,,48.0,46.0,,50.0,56.33
16,4.6,53.0,Graduate,77.0,61.0,79.0,42.0,72.33
15,2.1,93.0,High School,46.0,57.0,49.0,93.0,50.67
17,4.5,62.0,High School,50.0,79.0,94.0,40.0,74.33
16,4.7,62.0,High School,,93.0,59.0,51.0,70.0
16,2.2,,Postgraduate,69.0,48.0,51.0,42.0,56.0
19,4.2,,High School,50.0,46.0,68.0,57.0,54.67
15,3.8,65.0,Postgraduate,59.0,79.0,38.0,66.0,58.67
18,5.7,,Postgraduate,66.0,53.0,68.0,76.0,62.33
18,2.6,82.0,Postgraduate,91.0,60.0,59.0,94.0,70.0
16,,98.0,Postgraduate,40.0,63.0,36.0,49.0,46.33
14,4.8,78.0,Graduate,97.0,38.0,94.0,89.0,76.33
16,4.3,70.0,Postgraduate,38.0,46.0,95.0,,59.67
18,1.3,93.0,Graduate,70.0,39.0,97.0,89.0,68.67
19,3.2,96.0,Graduate,51.0,55.0,67.0,63.0,57.67
15,2.1,78.0,Postgraduate,73.0,40.0,66.0,52.0,59.67
19,5.9,56.0,High School,76.0,47.0,43.0,74.0,55.33
19,4.0,86.0,Postgraduate,87.0,59.0,56.0,74.0,67.33
19,2.5,91.0,Graduate,59.0,77.0,89.0,74.0,75.0
19,5.1,99.0,Graduate,73.0,,,94.0,57.33
19,4.5,96.0,Graduate,59.0,72.0,39.0,41.0,56.67
15,1.4,,,62.0,71.0,80.0,66.0,71.0
15,1.3,85.0,Postgraduate,85.0,39.0,38.0,67.0,54.0
17,5.9,99.0,Postgraduate,93.0,60.0,61.0,50.0,71.33
19,1.5,69.0,High School,81.0,88.0,65.0,,78.0
18,5.1,84.0,Postgraduate,65.0,89.0,100.0,57.0,84.67
14,5.3,97.0,Postgraduate,82.0,95.0,71.0,42.0,82.67
19,5.7,77.0,High School,39.0,91.0,69.0,82.0,66.33
15,1.3,78.0,Graduate,,42.0,35.0,66.0,41.33
19,1.6,64.0,Postgraduate,74.0,43.0,37.0,80.0,51.33
18,3.2,85.0,High School,43.0,64.0,43.0,52.0,50.0
18,,83.0,High School,96.0,90.0,50.0,53.0,78.67
15,4.5,98.0,High School,83.0,56.0,86.0,92.0,75.0
14,5.0,83.0,High School,100.0,99.0,92.0,71.0,97.0
18,2.2,57.0,Graduate,51.0,51.0,60.0,42.0,54.0
17,3.3,90.0,Graduate,62.0,36.0,75.0,58.0,57.67
16,1.1,90.0,Graduate,93.0,49.0,59.0,,67.0
19,3.8,74.0,Postgraduate,48.0,68.0,43.0,90.0,53.0
17,,65.0,Graduate,59.0,35.0,66.0,86.0,53.33
18,2.1,73.0,Postgraduate,89.0,36.0,43.0,88.0,56.0
15,,83.0,High School,96.0,52.0,72.0,55.0,73.33
15,2.3,67.0,Graduate,78.0,67.0,,40.0,73.67
17,0.5,69.0,,56.0,98.0,37.0,48.0,63.67
17,3.4,97.0,High School,84.0,47.0,62.0,55.0,64.33
19,1.3,97.0,Graduate,95.0,44.0,90.0,44.0,76.33
17,4.2,61.0,Graduate,,95.0,81.0,75.0,87.33
17,1.6,87.0,High School,82.0,,66.0,77.0,78.67
16,3.4,,High School,66.0,96.0,88.0,44.0,83.33
16,2.9,58.0,,,97.0,88.0,77.0,90.0
19,1.5,56.0,Graduate,61.0,,44.0,76.0,60.67
17,5.3,89.0,Postgraduate,56.0,62.0,77.0,47.0,65.0
17,1.1,53.0,,,78.0,64.0,69.0,65.33
15,0.6,77.0,High School,54.0,80.0,50.0,87.0,61.33
18,6.0,76.0,Graduate,81.0,75.0,97.0,67.0,84.33
15,0.6,51.0,Postgraduate,44.0,79.0,66.0,74.0,63.0
14,,72.0,Postgraduate,36.0,95.0,44.0,,58.33
16,4.2,54.0,,67.0,88.0,46.0,62.0,67.0
18,4.9,59.0,,37.0,98.0,39.0,52.0,58.0
17,3.8,86.0,High School,94.0,79.0,83.0,70.0,85.33
18,1.7,57.0,,53.0,75.0,99.0,88.0,75.67
16,3.7,99.0,Graduate,76.0,84.0,60.0,42.0,73.33
17,4.8,74.0,Postgraduate,63.0,48.0,100.0,41.0,70.33
19,3.0,78.0,Graduate,,86.0,98.0,63.0,82.0
14,5.5,75.0,Graduate,,51.0,70.0,86.0,63.67
14,1.3,53.0,Postgraduate,49.0,,100.0,89.0,79.0
17,3.5,80.0,Postgraduate,36.0,46.0,70.0,57.0,50.67
18,2.4,96.0,High School,56.0,,63.0,88.0,63.67
15,5.7,90.0,Postgraduate,79.0,96.0,73.0,65.0,82.67
17,3.6,63.0,High School,57.0,37.0,52.0,67.0,48.67
18,2.8,62.0,High School,57.0,57.0,97.0,62.0,70.33
18,4.8,74.0,Postgraduate,91.0,41.0,55.0,90.0,62.33
19,4.4,52.0,Graduate,,50.0,68.0,58.0,61.67
19,2.6,62.0,High School,53.0,42.0,61.0,49.0,52.0
18,3.1,88.0,High School,82.0,55.0,42.0,47.0,59.67
17,2.4,55.0,Postgraduate,39.0,85.0,39.0,67.0,54.33
17,4.0,54.0,Graduate,61.0,48.0,94.0,65.0,67.67
15,2.9,92.0,Postgraduate,93.0,37.0,65.0,60.0,65.0
15,5.4,52.0,High School,84.0,69.0,,78.0,78.0
14,3.3,77.0,Graduate,75.0,,94.0,50.0,72.67
18,5.7,84.0,Graduate,87.0,60.0,,91.0,77.67
14,5.3,75.0,Graduate,55.0,52.0,74.0,,60.33
15,0.7,67.0,High School,90.0,58.0,,70.0,78.33
19,2.8,70.0,,77.0,39.0,86.0,74.0,67.33
17,3.3,58.0,Graduate,52.0,63.0,,40.0,67.67
18,,62.0,High School,83.0,78.0,77.0,78.0,79.33
17,5.7,67.0,Graduate,51.0,62.0,48.0,54.0,53.67
15,1.2,64.0,,54.0,65.0,97.0,60.0,72.0
16,2.4,54.0,Postgraduate,58.0,71.0,97.0,42.0,75.33
16,1.9,63.0,Graduate,37.0,37.0,99.0,90.0,57.67
16,2.6,58.0,High School,46.0,73.0,72.0,71.0,63.67
16,1.0,70.0,Graduate,95.0,,93.0,57.0,87.33
16,3.2,90.0,Graduate,60.0,,39.0,42.0,62.33
17,1.0,80.0,High School,89.0,91.0,54.0,52.0,78.0
19,5.1,94.0,High School,74.0,37.0,,89.0,57.33
17,3.9,64.0,Graduate,75.0,81.0,78.0,84.0,78.0
17,3.6,100.0,High School,93.0,56.0,71.0,51.0,73.33
15,3.4,91.0,High School,65.0,35.0,56.0,42.0,52.0
14,3.1,90.0,Graduate,39.0,65.0,100.0,66.0,68.0
18,3.7,62.0,Postgraduate,94.0,66.0,44.0,53.0,68.0
15,3.6,79.0,Postgraduate,99.0,45.0,89.0,42.0,77.67
14,2.2,91.0,Graduate,58.0,93.0,38.0,70.0,63.0
15,3.8,80.0,Postgraduate,44.0,64.0,87.0,90.0,65.0
15,2.0,98.0,High School,64.0,83.0,62.0,81.0,69.67
18,5.0,85.0,,61.0,83.0,,89.0,59.67
19,2.3,84.0,Postgraduate,,84.0,85.0,68.0,68.0
18,1.4,77.0,Graduate,39.0,43.0,38.0,54.0,40.0
15,3.2,90.0,High School,96.0,58.0,63.0,52.0,72.33
17,4.1,,Postgraduate,43.0,,53.0,55.0,48.0
19,3.8,54.0,,39.0,53.0,40.0,88.0,44.0
18,4.5,65.0,Postgraduate,,45.0,58.0,,47.33
14,1.8,75.0,Graduate,68.0,56.0,,42.0,65.0
19,1.5,65.0,Postgraduate,,51.0,49.0,79.0,60.33
19,1.4,57.0,Graduate,96.0,41.0,59.0,42.0,65.33
16,3.1,82.0,High School,36.0,92.0,92.0,65.0,73.33
15,5.3,67.0,High School,35.0,37.0,49.0,85.0,40.33
17,3.5,89.0,Postgraduate,70.0,71.0,54.0,43.0,65.0
15,4.2,62.0,Postgraduate,67.0,40.0,58.0,42.0,55.0
16,2.9,99.0,Graduate,65.0,73.0,96.0,74.0,78.0
14,1.0,88.0,Graduate,39.0,,40.0,46.0,38.33
14,1.6,,High School,78.0,38.0,74.0,65.0,63.33
15,5.4,82.0,,35.0,42.0,36.0,44.0,37.67
17,5.6,62.0,High School,97.0,65.0,52.0,58.0,71.33
17,4.3,68.0,Graduate,80.0,100.0,75.0,67.0,85.0
18,2.3,,Postgraduate,90.0,60.0,42.0,77.0,64.0
14,1.7,55.0,Graduate,42.0,52.0,99.0,42.0,64.33
14,3.2,51.0,Graduate,,53.0,93.0,,74.67
17,1.4,70.0,High School,54.0,82.0,43.0,84.0,59.67
15,4.3,91.0,High School,,75.0,69.0,53.0,61.67
18,2.6,56.0,Postgraduate,53.0,37.0,65.0,52.0,51.67
14,,83.0,High School,50.0,51.0,66.0,86.0,55.67
16,,76.0,Graduate,,93.0,,89.0,86.0
16,3.8,90.0,Postgraduate,,79.0,45.0,86.0,74.33
19,4.3,55.0,High School,,,,68.0,51.0
14,3.9,54.0,High School,96.0,36.0,40.0,59.0,57.33
15,2.4,75.0,Graduate,43.0,100.0,91.0,44.0,78.0
19,4.9,97.0,Postgraduate,36.0,88.0,36.0,74.0,53.33
14,5.4,58.0,Graduate,55.0,72.0,87.0,54.0,71.33
17,2.5,64.0,Graduate,99.0,65.0,62.0,65.0,75.33
17,2.1,61.0,Graduate,,42.0,49.0,43.0,43.0
15,2.1,60.0,Graduate,69.0,56.0,44.0,79.0,56.33
14,3.1,87.0,High School,98.0,,73.0,63.0,74.33
18,5.1,75.0,Postgraduate,79.0,60.0,60.0,49.0,66.33
15,2.2,78.0,Graduate,57.0,69.0,47.0,65.0,57.67
15,5.1,81.0,Postgraduate,51.0,56.0,66.0,43.0,57.67
19,1.1,64.0,Graduate,97.0,54.0,38.0,51.0,63.0
17,,68.0,Graduate,37.0,70.0,76.0,77.0,61.0
14,5.4,65.0,Postgraduate,51.0,,45.0,43.0,64.0
19,3.8,93.0,High School,84.0,71.0,94.0,49.0,83.0
19,,93.0,Postgraduate,56.0,58.0,68.0,70.0,60.67
17,2.0,98.0,Postgraduate,36.0,80.0,68.0,87.0,61.33
16,,86.0,,48.0,65.0,61.0,47.0,58.0
19,4.9,92.0,Graduate,64.0,50.0,64.0,89.0,59.33
16,3.1,59.0,Graduate,46.0,47.0,39.0,67.0,44.0
17,5.6,51.0,High School,41.0,40.0,67.0,57.0,49.33
16,2.4,64.0,Graduate,51.0,58.0,41.0,67.0,50.0
19,4.5,,High School,61.0,78.0,91.0,93.0,76.67
14,1.5,73.0,Postgraduate,37.0,98.0,78.0,48.0,71.0
17,2.9,66.0,Graduate,50.0,52.0,72.0,,58.0
15,5.9,93.0,Postgraduate,73.0,65.0,42.0,,60.0
15,,96.0,Graduate,51.0,73.0,,69.0,63.67
18,2.3,54.0,Graduate,38.0,87.0,54.0,92.0,59.67
16,0.8,63.0,High School,78.0,38.0,74.0,70.0,63.33
18,1.4,88.0,Postgraduate,73.0,70.0,86.0,95.0,76.33
19,5.2,80.0,Postgraduate,77.0,42.0,64.0,68.0,61.0
18,2.4,93.0,Postgraduate,58.0,55.0,46.0,80.0,53.0
15,1.7,51.0,Graduate,90.0,50.0,69.0,,69.67
19,2.2,81.0,High School,39.0,51.0,91.0,67.0,60.33
16,5.8,71.0,High School,60.0,39.0,80.0,71.0,59.67
18,3.1,81.0,Graduate,75.0,35.0,64.0,81.0,58.0
14,5.5,90.0,Postgraduate,63.0,42.0,76.0,72.0,60.33
17,3.2,51.0,Postgraduate,86.0,90.0,,65.0,72.67
17,4.0,,Graduate,96.0,63.0,35.0,64.0,64.67
19,5.5,74.0,Graduate,78.0,87.0,80.0,,81.67
17,5.8,96.0,Postgraduate,87.0,38.0,78.0,43.0,67.67
14,0.5,73.0,High School,60.0,98.0,89.0,92.0,82.33
15,0.8,65.0,High School,,43.0,78.0,85.0,66.67
18,3.2,71.0,Postgraduate,97.0,50.0,,76.0,79.67
19,,93.0,High School,85.0,42.0,43.0,80.0,56.67
16,1.1,58.0,Graduate,59.0,70.0,65.0,40.0,64.67
17,5.6,82.0,Graduate,91.0,82.0,61.0,57.0,78.0
16,,74.0,,63.0,67.0,78.0,91.0,69.33
14,5.8,,,80.0,53.0,45.0,68.0,59.33
16,5.4,96.0,Graduate,84.0,87.0,85.0,,85.33
19,1.2,99.0,Postgraduate,49.0,88.0,62.0,79.0,66.33
16,4.4,53.0,Postgraduate,78.0,64.0,77.0,,73.0
19,5.9,59.0,Graduate,99.0,86.0,75.0,80.0,86.67
14,,68.0,Graduate,73.0,49.0,84.0,77.0,68.67
15,0.8,73.0,Graduate,39.0,40.0,74.0,59.0,51.0
15,3.8,,Postgraduate,93.0,,52.0,,74.0
17,1.8,87.0,High School,43.0,64.0,50.0,57.0,52.33
14,1.8,53.0,Postgraduate,53.0,77.0,41.0,55.0,57.0
14,3.8,92.0,Postgraduate,91.0,42.0,83.0,61.0,72.0
16,5.5,96.0,Postgraduate,55.0,84.0,38.0,49.0,59.0
17,3.6,82.0,Postgraduate,85.0,37.0,,55.0,64.0
18,4.1,82.0,Postgraduate,98.0,56.0,68.0,52.0,74.0
16,0.8,96.0,Graduate,43.0,76.0,89.0,46.0,69.33
14,5.3,82.0,High School,53.0,57.0,46.0,54.0,52.0
18,3.2,68.0,High School,54.0,35.0,49.0,53.0,46.0
17,1.4,76.0,Graduate,90.0,66.0,53.0,60.0,69.67
15,1.2,65.0,Postgraduate,51.0,61.0,,78.0,62.67
16,1.1,91.0,Postgraduate,86.0,36.0,55.0,66.0,59.0
17,2.6,57.0,,68.0,,38.0,,50.0
16,2.5,87.0,,90.0,93.0,95.0,53.0,92.67
15,1.2,75.0,,73.0,88.0,74.0,,78.33
19,2.7,93.0,,62.0,41.0,62.0,87.0,55.0
14,1.8,93.0,High School,56.0,90.0,83.0,90.0,76.33
18,6.0,53.0,High School,75.0,57.0,37.0,47.0,56.33
15,4.0,100.0,High School,77.0,76.0,73.0,61.0,75.33
15,4.6,51.0,High School,63.0,86.0,71.0,82.0,73.33
15,3.4,69.0,High School,42.0,59.0,69.0,68.0,56.67
14,5.2,82.0,Postgraduate,52.0,49.0,90.0,87.0,63.67
16,5.1,82.0,Graduate,47.0,46.0,89.0,84.0,60.67
18,5.9,98.0,Graduate,55.0,41.0,51.0,54.0,49.0
16,5.5,,Graduate,56.0,99.0,91.0,92.0,82.0
17,,63.0,Postgraduate,79.0,98.0,45.0,50.0,74.0
18,1.6,95.0,Postgraduate,39.0,53.0,52.0,55.0,48.0
16,1.9,71.0,Graduate,90.0,52.0,71.0,59.0,71.0
16,4.0,54.0,Postgraduate,,69.0,80.0,92.0,65.67
18,4.1,73.0,Postgraduate,82.0,74.0,,69.0,75.67
14,1.2,95.0,High School,67.0,64.0,80.0,46.0,70.33
17,5.2,87.0,High School,37.0,74.0,64.0,53.0,58.33
18,2.2,99.0,Graduate,96.0,,53.0,94.0,64.0
16,,89.0,Graduate,69.0,68.0,43.0,61.0,60.0
19,5.3,88.0,Graduate,71.0,97.0,66.0,,78.0
17,5.0,66.0,Graduate,75.0,65.0,98.0,70.0,79.33
17,5.8,70.0,,59.0,84.0,44.0,50.0,62.33
14,4.8,85.0,Postgraduate,52.0,80.0,70.0,92.0,67.33
14,3.0,50.0,High School,85.0,73.0,91.0,60.0,83.0
17,,99.0,Postgraduate,79.0,94.0,63.0,91.0,78.67
19,5.6,70.0,High School,100.0,78.0,77.0,44.0,85.0
18,1.1,95.0,Graduate,83.0,67.0,90.0,82.0,80.0
14,,92.0,Postgraduate,74.0,60.0,40.0,83.0,58.0
16,,54.0,Postgraduate,91.0,69.0,,,66.67
17,,90.0,High School,78.0,39.0,,92.0,68.67
14,5.0,,Postgraduate,79.0,63.0,42.0,88.0,61.33
18,2.1,53.0,Graduate,75.0,78.0,90.0,95.0,81.0
16,4.1,97.0,Postgraduate,51.0,62.0,65.0,92.0,59.33
19,1.0,69.0,Postgraduate,83.0,84.0,40.0,42.0,69.0
19,5.1,51.0,Graduate,46.0,50.0,74.0,74.0,56.67
16,2.1,82.0,Postgraduate,39.0,70.0,80.0,80.0,63.0
18,5.3,61.0,Postgraduate,43.0,96.0,40.0,81.0,59.67
18,6.0,86.0,,57.0,86.0,52.0,81.0,65.0
16,3.2,71.0,,,36.0,57.0,56.0,46.33
18,2.5,93.0,Graduate,41.0,92.0,74.0,74.0,69.0
16,3.2,71.0,Graduate,48.0,49.0,87.0,77.0,61.33
14,0.5,,High School,47.0,47.0,84.0,75.0,59.33
16,1.2,,Postgraduate,57.0,55.0,99.0,40.0,70.33
16,,92.0,High School,,75.0,65.0,48.0,60.0
16,1.9,80.0,High School,51.0,44.0,93.0,68.0,62.67
14,5.1,100.0,Postgraduate,,43.0,53.0,73.0,51.33
14,4.9,87.0,Postgraduate,58.0,69.0,50.0,58.0,59.0
14,5.0,72.0,High School,,77.0,85.0,79.0,66.67
18,4.7,86.0,Graduate,83.0,100.0,,57.0,91.33
16,4.8,85.0,Graduate,70.0,57.0,72.0,53.0,66.33
18,0.8,60.0,Graduate,62.0,60.0,,81.0,56.33
17,0.6,64.0,Graduate,45.0,88.0,95.0,92.0,76.0
19,1.4,89.0,Postgraduate,40.0,39.0,40.0,,39.67
16,4.8,89.0,High School,,62.0,71.0,45.0,68.67
16,6.0,89.0,Postgraduate,36.0,53.0,,67.0,46.67
18,1.1,54.0,Graduate,,98.0,52.0,69.0,79.33
18,,86.0,Postgraduate,86.0,35.0,40.0,82.0,53.67
19,3.1,71.0,Graduate,59.0,61.0,,48.0,60.67
16,5.0,69.0,High School,38.0,100.0,36.0,62.0,58.0
15,2.7,87.0,,90.0,88.0,40.0,69.0,72.67
17,3.5,85.0,Graduate,93.0,85.0,78.0,95.0,85.33
14,0.6,68.0,High School,66.0,96.0,93.0,57.0,85.0
16,2.9,68.0,High School,56.0,63.0,80.0,52.0,66.33
14,4.9,74.0,Graduate,45.0,70.0,79.0,95.0,64.67
18,3.1,65.0,Postgraduate,68.0,82.0,77.0,55.0,75.67
17,3.0,87.0,Postgraduate,58.0,71.0,55.0,65.0,61.33
18,1.2,99.0,Postgraduate,85.0,95.0,99.0,54.0,93.0
18,4.6,71.0,Postgraduate,57.0,53.0,94.0,90.0,68.0
14,1.1,71.0,High School,47.0,60.0,59.0,68.0,55.33
18,5.6,80.0,Postgraduate,52.0,100.0,45.0,93.0,65.67
19,2.9,54.0,,56.0,69.0,89.0,76.0,71.33
14,5.9,86.0,High School,98.0,82.0,62.0,58.0,80.67
16,1.4,54.0,Graduate,64.0,36.0,90.0,46.0,63.33
14,6.0,65.0,High School,,53.0,97.0,73.0,76.33
17,1.7,61.0,High School,54.0,84.0,,55.0,67.0
17,4.1,54.0,,,41.0,65.0,61.0,60.67
17,4.5,63.0,Graduate,96.0,99.0,74.0,70.0,89.67
16,2.6,97.0,Graduate,66.0,72.0,,58.0,60.0
18,3.5,72.0,Postgraduate,89.0,,36.0,77.0,58.67
18,1.6,,High School,,44.0,56.0,94.0,63.67
14,0.7,87.0,High School,40.0,49.0,93.0,51.0,60.67
18,5.3,50.0,High School,90.0,94.0,90.0,,91.33
18,6.0,87.0,Graduate,90.0,38.0,76.0,56.0,68.0
17,3.6,96.0,High School,59.0,76.0,76.0,70.0,70.33
18,1.4,,Graduate,78.0,61.0,89.0,40.0,76.0
18,2.7,59.0,High School,65.0,60.0,51.0,92.0,58.67
16,4.2,68.0,Postgraduate,74.0,66.0,75.0,,71.67
15,5.0,79.0,Postgraduate,54.0,57.0,84.0,43.0,65.0
14,4.8,73.0,Postgraduate,69.0,71.0,97.0,59.0,79.0
15,4.2,88.0,Graduate,67.0,38.0,55.0,74.0,53.33
16,4.9,,Postgraduate,91.0,59.0,86.0,,78.67
14,2.2,95.0,,59.0,75.0,46.0,49.0,60.0
18,4.2,100.0,High School,65.0,84.0,81.0,55.0,76.67
15,4.7,,Graduate,,83.0,,40.0,88.0
17,0.9,53.0,Graduate,35.0,56.0,73.0,65.0,54.67
18,0.6,77.0,Graduate,63.0,86.0,50.0,73.0,66.33
15,,50.0,High School,37.0,93.0,36.0,51.0,55.33
18,3.2,70.0,,,42.0,98.0,,75.0
17,1.7,100.0,Graduate,63.0,66.0,96.0,60.0,75.0
16,1.6,84.0,High School,86.0,46.0,99.0,64.0,77.0
15,5.9,82.0,Postgraduate,40.0,49.0,82.0,88.0,57.0
18,4.3,70.0,Postgraduate,70.0,85.0,65.0,80.0,73.33
17,5.8,84.0,Postgraduate,96.0,84.0,63.0,,81.0
19,1.2,64.0,Postgraduate,53.0,40.0,94.0,82.0,62.33
18,1.1,58.0,Graduate,,,,,54.33
14,4.7,56.0,High School,48.0,87.0,39.0,42.0,58.0
19,0.8,71.0,Graduate,58.0,72.0,87.0,40.0,72.33
18,2.7,73.0,High School,52.0,95.0,80.0,68.0,75.67
15,3.7,71.0,Graduate,54.0,68.0,47.0,,56.33
19,5.5,56.0,Postgraduate,40.0,,79.0,49.0,64.0
18,1.7,87.0,High School,83.0,,,63.0,73.67
14,3.7,92.0,Graduate,75.0,90.0,36.0,85.0,67.0
16,2.0,75.0,Postgraduate,59.0,51.0,63.0,,57.67
14,4.9,61.0,,,40.0,79.0,75.0,62.0
18,4.5,93.0,High School,39.0,42.0,89.0,80.0,56.67
17,2.3,64.0,High School,90.0,99.0,91.0,45.0,93.33
16,,54.0,Postgraduate,74.0,,52.0,78.0,60.33
17,4.4,67.0,Graduate,97.0,43.0,46.0,92.0,62.0
14,3.5,57.0,High School,83.0,71.0,88.0,58.0,80.67
14,5.3,67.0,Postgraduate,94.0,41.0,69.0,56.0,68.0
18,3.7,57.0,High School,51.0,95.0,99.0,88.0,81.67
17,5.5,80.0,,100.0,84.0,,85.0,81.0
16,3.1,93.0,Postgraduate,64.0,55.0,86.0,64.0,68.33
16,5.2,77.0,Graduate,87.0,60.0,95.0,93.0,80.67
14,5.3,98.0,Postgraduate,,85.0,46.0,64.0,58.0
18,2.0,70.0,Graduate,,89.0,72.0,51.0,72.33
17,5.7,82.0,,76.0,60.0,75.0,42.0,70.33
14,5.0,,Graduate,43.0,100.0,99.0,48.0,80.67
16,5.1,73.0,Graduate,61.0,35.0,97.0,,64.33
16,2.6,97.0,Postgraduate,60.0,74.0,84.0,50.0,72.67
17,5.1,86.0,,87.0,88.0,92.0,59.0,89.0
15,,57.0,Postgraduate,77.0,77.0,60.0,69.0,71.33
15,1.0,,Graduate,97.0,88.0,46.0,61.0,77.0
18,,56.0,Postgraduate,38.0,73.0,76.0,48.0,62.33
18,2.3,66.0,High School,45.0,48.0,77.0,70.0,56.67
18,5.1,,High School,51.0,46.0,72.0,82.0,56.33
16,4.7,64.0,Graduate,72.0,44.0,42.0,92.0,52.67
15,3.6,72.0,High School,83.0,61.0,99.0,88.0,81.0
